review_order,sample_index,sample_id,video_id,video_path,audio_path,raw_text,words_path,vision_rows_path,frames_dir,duration_s,reviewer_id,transcript_status,transcript_start,transcript_end,visual_status,visual_start,visual_end,face_id,episode_id,confidence,evidence_note,review_seconds,submitted_at_utc
11,93,-wny0OAz3g8$_$3,-wny0OAz3g8,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/3.mp4,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000093/audio_16k.wav,Which then allowed the white workers and unions to justify their decision to not allow black workers into their union,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000093/words.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000093/vision_rows.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000093/frames,6.133333333333333,reviewer_a,,,,,,,,,,,,
12,80,-t217m2on-s$_$7,-t217m2on-s,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-t217m2on-s/7.mp4,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000080/audio_16k.wav,"If you find that your ears consistently do this and you can't pop them often, you'll definitely need to see a physician regarding those things, it could be something more of a nasal infection or a sinus infection that he would need to deal with.",/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000080/words.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000080/vision_rows.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000080/frames,17.166666666666664,reviewer_a,,,,,,,,,,,,
13,22,-NFrJFQijFE$_$1,-NFrJFQijFE,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-NFrJFQijFE/1.mp4,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000022/audio_16k.wav,Structural mounts inside have to be properly stress analyzed so we make sure all that happens,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000022/words.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000022/vision_rows.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000022/frames,5.720000000000001,reviewer_a,,,,,,,,,,,,
14,20,-MeTTeMJBNc$_$13,-MeTTeMJBNc,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-MeTTeMJBNc/13.mp4,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000020/audio_16k.wav,"It just needs to be a simple statement, and then you present the gift.",/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000020/words.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000020/vision_rows.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000020/frames,5.3999999999999995,reviewer_a,,,,,,,,,,,,
15,91,-wny0OAz3g8$_$1,-wny0OAz3g8,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/1.mp4,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000091/audio_16k.wav,"And because they couldn’t join unions, many Black workers couldn’t get manufacturing or trade work – which paid much better than service work",/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000091/words.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000091/vision_rows.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000091/frames,6.833333333333333,reviewer_a,,,,,,,,,,,,
16,17,-I_e4mIh0yE$_$1,-I_e4mIh0yE,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-I_e4mIh0yE/1.mp4,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000017/audio_16k.wav,In the United States we don't punish failure to the degree to which failure is punished in Europe.,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000017/words.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000017/vision_rows.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000017/frames,7.6,reviewer_a,,,,,,,,,,,,
17,47,-egA8-b7-3M$_$17,-egA8-b7-3M,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/17.mp4,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000047/audio_16k.wav,"As you have more experience, you have more times exhibiting, you get to know more people.",/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000047/words.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000047/vision_rows.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000047/frames,7.266666666666667,reviewer_a,,,,,,,,,,,,
18,99,-yRb-Jum7EQ$_$6,-yRb-Jum7EQ,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-yRb-Jum7EQ/6.mp4,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000099/audio_16k.wav,"Therefore, the world needs to stand with Israel against this incitement, which is the number one cause of terrorism.",/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000099/words.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000099/vision_rows.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000099/frames,11.242539682539682,reviewer_a,,,,,,,,,,,,
19,94,-wny0OAz3g8$_$5,-wny0OAz3g8,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/5.mp4,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000094/audio_16k.wav,"This is what’s now known as racial formation theory, a theory formalized by modern sociologists Michael Omi and Howard Winant",/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000094/words.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000094/vision_rows.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000094/frames,6.8999999999999995,reviewer_a,,,,,,,,,,,,
20,51,-egA8-b7-3M$_$6,-egA8-b7-3M,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/6.mp4,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000051/audio_16k.wav,First exhibiting is a wonderful opportunity to network with other legal vendors.,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000051/words.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000051/vision_rows.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000051/frames,6.233333333333333,reviewer_a,,,,,,,,,,,,
21,3,-3g5yACwYnA$_$9,-3g5yACwYnA,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-3g5yACwYnA/9.mp4,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000003/audio_16k.wav,"We have many new opportunities through the way things have changed through the years, looking for new niche high-end, value-added products.",/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000003/words.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000003/vision_rows.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000003/frames,8.799999999999999,reviewer_a,,,,,,,,,,,,
22,46,-egA8-b7-3M$_$16,-egA8-b7-3M,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/16.mp4,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000046/audio_16k.wav,"Third, another big benefit of exhibiting is connecting with existing clients.",/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000046/words.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000046/vision_rows.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000046/frames,5.533333333333333,reviewer_a,,,,,,,,,,,,
23,90,-wny0OAz3g8$_$0,-wny0OAz3g8,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/0.mp4,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000090/audio_16k.wav,trade labor unions didn’t allow Black workers to join,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000090/words.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000090/vision_rows.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000090/frames,3.333333333333333,reviewer_a,,,,,,,,,,,,
24,4,-3nNcZdcdvU$_$5,-3nNcZdcdvU,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-3nNcZdcdvU/5.mp4,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000004/audio_16k.wav,Noncompliance can result in legal liability to you and to the school district in which you are employed.,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000004/words.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000004/vision_rows.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000004/frames,7.866666666666666,reviewer_a,,,,,,,,,,,,
25,24,-RfYyzHpjk4$_$11,-RfYyzHpjk4,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-RfYyzHpjk4/11.mp4,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000024/audio_16k.wav,"So get your friends lined up, get your business colleagues lined up and have a good time.",/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000024/words.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000024/vision_rows.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000024/frames,5.233333333333333,reviewer_a,,,,,,,,,,,,
26,39,-aqamKhZ1Ec$_$0,-aqamKhZ1Ec,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-aqamKhZ1Ec/0.mp4,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000039/audio_16k.wav,"In 2008, there were very serious tribal warfare in Kenya following a disputed election.",/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000039/words.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000039/vision_rows.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000039/frames,11.0,reviewer_a,,,,,,,,,,,,
27,59,-iRBcNs9oI8$_$9,-iRBcNs9oI8,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-iRBcNs9oI8/9.mp4,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000059/audio_16k.wav,Power is similar to strength,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000059/words.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000059/vision_rows.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000059/frames,3.4034000000000004,reviewer_a,,,,,,,,,,,,
28,95,-wny0OAz3g8$_$7,-wny0OAz3g8,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/7.mp4,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000095/audio_16k.wav,Omi and Winant argue that the concept of race came about as a tool to justify and maintain the economic and political power held by those of European descent,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000095/words.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000095/vision_rows.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000095/frames,8.066666666666666,reviewer_a,,,,,,,,,,,,
29,55,-iRBcNs9oI8$_$3,-iRBcNs9oI8,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-iRBcNs9oI8/3.mp4,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000055/audio_16k.wav,"Well, it is the secret of power pose",/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000055/words.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000055/vision_rows.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000055/frames,5.605600000000001,reviewer_a,,,,,,,,,,,,
30,52,-egA8-b7-3M$_$9,-egA8-b7-3M,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/9.mp4,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000052/audio_16k.wav,"Secondly, another goal of exhibiting  is building your company image.",/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000052/words.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000052/vision_rows.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000052/frames,5.066666666666666,reviewer_a,,,,,,,,,,,,
31,61,-lzEya4AM_4$_$6,-lzEya4AM_4,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-lzEya4AM_4/6.mp4,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000061/audio_16k.wav,"If the product or poison is some type of petroleum product or corrosive product, you would not attempt to induce vomiting and nausea, as as the product burned on the way down it could cause damage and burning on the way back up.",/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000061/words.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000061/vision_rows.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000061/frames,14.766666666666666,reviewer_a,,,,,,,,,,,,
32,83,-tPCytz4rww$_$11,-tPCytz4rww,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tPCytz4rww/11.mp4,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000083/audio_16k.wav,"Make sure that your using comps that are not larger, no larger than twelve hundred square feet.",/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000083/words.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000083/vision_rows.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000083/frames,5.466666666666667,reviewer_a,,,,,,,,,,,,
33,72,-s9qJ7ATP7w$_$0,-s9qJ7ATP7w,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/0.mp4,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000072/audio_16k.wav,"they have doubt, they have fear, they lose in a Ferrari race, or they lose in a race, and then they just give up",/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000072/words.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000072/vision_rows.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000072/frames,6.866666666666666,reviewer_a,,,,,,,,,,,,
34,16,-HwX2H8Z4hY$_$9,-HwX2H8Z4hY,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-HwX2H8Z4hY/9.mp4,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000016/audio_16k.wav,It is a word which the administrator uses when he turns around anything which he doesn't like that the teacher is doing,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000016/words.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000016/vision_rows.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000016/frames,7.733333333333333,reviewer_a,,,,,,,,,,,,
35,33,-UuX1xuaiiE$_$0,-UuX1xuaiiE,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-UuX1xuaiiE/0.mp4,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000033/audio_16k.wav,^it's amazing to see their enthusiasm and their passion,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000033/words.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000033/vision_rows.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000033/frames,3.6999999999999997,reviewer_a,,,,,,,,,,,,
36,97,-yRb-Jum7EQ$_$1,-yRb-Jum7EQ,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-yRb-Jum7EQ/1.mp4,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000097/audio_16k.wav,"it comes with the assistance and agitation of states and regimes, Yesterday Iran announced that it will finance the families of the terrorists and murderers this shows that Iran, even after the nuclear agreement, is continuing to aid terrorism, including Palestinian terrorism, Hezbollah terrorism and its assistance to Hamas.",/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000097/words.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000097/vision_rows.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000097/frames,29.266666666666666,reviewer_a,,,,,,,,,,,,
37,88,-vxjVxOeScU$_$4,-vxjVxOeScU,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-vxjVxOeScU/4.mp4,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000088/audio_16k.wav,"You're going to talk about their life, their marriage and usually how amazing it is that they've stayed together this long.",/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000088/words.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000088/vision_rows.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000088/frames,9.1,reviewer_a,,,,,,,,,,,,
38,87,-uywlfIYOS8$_$4,-uywlfIYOS8,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-uywlfIYOS8/4.mp4,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000087/audio_16k.wav,"And then from a brand point of view, we need to make sure we're driving the relevant insight.",/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000087/words.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000087/vision_rows.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000087/frames,6.033333333333333,reviewer_a,,,,,,,,,,,,
39,49,-egA8-b7-3M$_$20,-egA8-b7-3M,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/20.mp4,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000049/audio_16k.wav,"Now you've got a face that you can connect with a voice, and that makes you closer to that client.",/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000049/words.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000049/vision_rows.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000049/frames,6.633333333333333,reviewer_a,,,,,,,,,,,,
40,7,-6rXp3zJ3kc$_$8,-6rXp3zJ3kc,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-6rXp3zJ3kc/8.mp4,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000007/audio_16k.wav,Many people are not until they get to be a older age and they realize that gosh they wasted a lot of time and money in placing bets on stock that's ultimately lost value.,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000007/words.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000007/vision_rows.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000007/frames,12.799999999999999,reviewer_a,,,,,,,,,,,,
41,31,-UacrmKiTn4$_$10,-UacrmKiTn4,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-UacrmKiTn4/10.mp4,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000031/audio_16k.wav,"Because, if they are not in any way held accountable for reading the material they won't do it.",/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000031/words.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000031/vision_rows.jsonl,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000031/frames,7.333333333333333,reviewer_a,,,,,,,,,,,,
