sample_id,video_id,clip_id,xlsx_row,official_text_hash,mp4_path,mp4_sha256,wav_path,wav_sha256,ctc_input,whisperx_input,chain_ok,reason
-HwX2H8Z4hY$_$6,-HwX2H8Z4hY,6,9,618c798532ff33e67232ba004904c108503dd42149fdb373f27d3b768ae275b3,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-HwX2H8Z4hY/6.mp4,696576dcbd0dc42cb678fa40d8a0f0f419a3072bfa7662d653756ab29bba4c46,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000015/audio_16k.wav,58cc01a37ae3d6517e2e20448b1f734005009563ad5a24faed138dd0411cbd6a,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000015/audio_16k.wav,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000015/audio_16k.wav,1,
-HwX2H8Z4hY$_$9,-HwX2H8Z4hY,9,10,3b10844995a12418048ea027d2511506787eb76a854b8fc0a40394c812dc47a6,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-HwX2H8Z4hY/9.mp4,90c18e627f27a12c14e21ba24c79edf3008762b4ac26874b490ad3f888381702,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000016/audio_16k.wav,e4df549ef4dbfc2f636ffe4b2a9e72b60f1c63b90ef2f67adb656063d7e6bd33,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000016/audio_16k.wav,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000016/audio_16k.wav,1,
-I_e4mIh0yE$_$1,-I_e4mIh0yE,1,68,d23b34daf050ce5e431d5074a5f31feb5e6d12db47361c02652779d42f437013,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-I_e4mIh0yE/1.mp4,8453a966d4bd1f0179eb86a35cd34c0864a3a3bc2fa86f37783060cc0d14f5df,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000017/audio_16k.wav,515e48546c0208435f96ea3286b7f6ca34c545568302d9bdf801d8f7778b4a52,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000017/audio_16k.wav,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000017/audio_16k.wav,1,
-I_e4mIh0yE$_$3,-I_e4mIh0yE,3,69,02d03bfe301b4e2341b12749ee8d9b03af22d4bb0b7cf06af7180495238a2005,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-I_e4mIh0yE/3.mp4,a015f02ae51d74c42ad27e2a0831263a303f0658ac8d984819e27ad61342b23e,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000018/audio_16k.wav,c5b1369daeedd6459d79497ed1ed9223fa1ec68e658324a7ec5f6d7aa01458a2,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000018/audio_16k.wav,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000018/audio_16k.wav,1,
-MeTTeMJBNc$_$0,-MeTTeMJBNc,0,82,d45a4c90c53d56e4ab5a94feb0eb2f9ff65b538e0dbae7d2f825e9712e1fbf6c,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-MeTTeMJBNc/0.mp4,54e2097f7bdb455d243e72254e5af7ed16160739f2f3cfd22f57d2729ec1acbe,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000019/audio_16k.wav,2515a6af1e43a1f68b016d05c725105f27ca8bbd5f616773ae9c6f9bcf799519,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000019/audio_16k.wav,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000019/audio_16k.wav,1,
-MeTTeMJBNc$_$13,-MeTTeMJBNc,13,83,c402887ff4c5a0fb3774b386105e85b03916cc55ea3f03e731045058c5eeae26,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-MeTTeMJBNc/13.mp4,80c5d996e5d7b61c58e1fe32d706efcaf80c8c8cddb5c37a5c66d527786c2a44,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000020/audio_16k.wav,eadecb7fd188b2924bf6303ec76b9aadc74a2616f0e8ad796b2d2a451e198c76,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000020/audio_16k.wav,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000020/audio_16k.wav,1,
-MeTTeMJBNc$_$7,-MeTTeMJBNc,7,84,92d6e9fd047cc71b66015cff4b3c738c9b0231d578f9f801e309692ff9e76ea9,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-MeTTeMJBNc/7.mp4,40716dc7402fd6398038eded58ce939ec76be6afbeea346b968bf4c427088f3a,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000021/audio_16k.wav,831055191a80238e8a958bab67a101992c0a921253fe9c3d70150a47410a1237,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000021/audio_16k.wav,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000021/audio_16k.wav,1,
-NFrJFQijFE$_$1,-NFrJFQijFE,1,11,75e12c6de3cb640beb5aac76a35cf09208da4865e50a409f075998199f2b904b,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-NFrJFQijFE/1.mp4,d8fcf16c6eb51c56947ec3d0549c6f3bc7a0cf1fc5f5d89e8b38d4249a08db4f,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000022/audio_16k.wav,cbceddae72a194dd6a9b613616e3d9e830e094975730ae6ccc7e4efc5695c350,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000022/audio_16k.wav,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000022/audio_16k.wav,1,
-NFrJFQijFE$_$2,-NFrJFQijFE,2,12,e3fa55c11a999a6030adcdfc65b49fa787b504a4b2e3b643e9819463b6436fb9,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-NFrJFQijFE/2.mp4,a54a5c144a64f5abd26b19aafa6cea8142ee08e9385fa508fa70c934f6b616c1,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000023/audio_16k.wav,1187113ccfc8f5369e97bb46a398631609495398a24b13d7716d05f4cb8f8dd6,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000023/audio_16k.wav,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000023/audio_16k.wav,1,
-RfYyzHpjk4$_$11,-RfYyzHpjk4,11,85,a270bb05e4028b233a7b24185137fa42eafda19ff26fba42416ce4c9a43aed2f,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-RfYyzHpjk4/11.mp4,96e481cd732001239639c8cb4e7f94e570925e5a15940920ffab0cec1f13f904,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000024/audio_16k.wav,093d2d2e12fd91953d931c575affbcefb92af42a6251444a9e91ccc67b56b8d6,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000024/audio_16k.wav,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000024/audio_16k.wav,1,
-RfYyzHpjk4$_$2,-RfYyzHpjk4,2,87,cfcd8b471a2463bbf3a57796635230abb520d2fdf4c7ca9237e6e992af68a2bf,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-RfYyzHpjk4/2.mp4,5e428ee22de58c9d6561b9b4353bef9dfb811a5841d9ab07b5bc453d697ad17f,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000025/audio_16k.wav,dc4c32f555f22c54661d2d4819655b81d6510eb5ec25b3b98c2d3b78cdf62101,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000025/audio_16k.wav,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000025/audio_16k.wav,1,
-RfYyzHpjk4$_$8,-RfYyzHpjk4,8,86,d3555b14bb47b174fbff361f276899a48984d7c17f63c0199df6ce993808d135,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-RfYyzHpjk4/8.mp4,ed8c672c532b8c7d1c830c82d6e2c14fcb3bbd3dc1a86670a03a6c8e83c02f3c,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000026/audio_16k.wav,e5d8300c168e80133368c7b69ad33e7f4c31d367c0b397f4d537049283b99129,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000026/audio_16k.wav,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000026/audio_16k.wav,1,
-THoVjtIkeU$_$12,-THoVjtIkeU,12,13,f66e02fa0f0d11a8a87d7ae6eb144d2983f235e0767c6e8e717ad6081831c0d9,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-THoVjtIkeU/12.mp4,e2f148f4f2e74724dc13b3ce870a0ce6a06740cfc224f5a9b3d0a870b196e7d4,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000027/audio_16k.wav,945246aa243fdaa908b2d69b4c04b2ea2607450b291c74d63fcb4d87f79d7121,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000027/audio_16k.wav,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000027/audio_16k.wav,1,
-THoVjtIkeU$_$2,-THoVjtIkeU,2,14,1094289c482666b9c7624027542558ecac07bc45a9c2977d3bb964c8431b64d7,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-THoVjtIkeU/2.mp4,35a6c2464ffd68dd96411edb5dc2763f0efb59f264c1d8b737e616fa6b0d1d5b,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000028/audio_16k.wav,0c2002f0e203de713b79f5347664f0b4b1853ebe1819f1f986680e94b3fdefd9,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000028/audio_16k.wav,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000028/audio_16k.wav,1,
-THoVjtIkeU$_$6,-THoVjtIkeU,6,15,ff0a44df1b28408b6c2cc3ac9c9ca75ba39a594ed59ec2244b25efa93ca7290f,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-THoVjtIkeU/6.mp4,efaa55ee6394032c867046690a92c29edfd825005f0a090cca5ccb763b227f64,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000029/audio_16k.wav,b3006b55c9a647265ed82acde62d95a8e641ff5e9b12b98496d03f8192efdd3c,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000029/audio_16k.wav,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000029/audio_16k.wav,1,
-UUCSKoHeMA$_$0,-UUCSKoHeMA,0,88,06066cdd3a69188d9b551d1dd8ab73440d1fb35427cc9d6269c9167249435175,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-UUCSKoHeMA/0.mp4,3f9792888ec8e969f61cfb6cb4de7bdf7ef8944afe0a9d2a9d13586e1f13b898,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000030/audio_16k.wav,612583d821f85cf159724fa90e9336fe67987bd4a248bec6312106f81d56ec18,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000030/audio_16k.wav,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000030/audio_16k.wav,1,
-UacrmKiTn4$_$10,-UacrmKiTn4,10,70,e98b82a28182435ec3271a7d4f2d1732c3f387153858f3d3fb72566293411a96,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-UacrmKiTn4/10.mp4,00312e0602dbeac970de5d7dd0e8a970e514fe45d7fe6625b4f454b299e36360,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000031/audio_16k.wav,2526d15a02512a68f9b261337064359e1fdef028ad445418b431fd80d56d73bf,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000031/audio_16k.wav,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000031/audio_16k.wav,1,
-UacrmKiTn4$_$4,-UacrmKiTn4,4,71,32cee8f979caa3ad38c4e527ae93bb899043bcc4e353f76f7d7a2588ba9a25fb,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-UacrmKiTn4/4.mp4,a7f2ab0d6ee2e2a2d5cd4239f03e6cac67c618ddb744891323df3ff87e29af84,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000032/audio_16k.wav,9fd9b7950a1ca7aa4be10fe8ffc9e8b0db70a39373ccedde69a0760372d63d20,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000032/audio_16k.wav,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000032/audio_16k.wav,1,
-UuX1xuaiiE$_$0,-UuX1xuaiiE,0,17,8e5864e1c240de55cb429cbd6230768d64e623a24c60872473907ba801977530,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-UuX1xuaiiE/0.mp4,f578b305d53bc152702f5e771de0fcd12d1e9aaefc5cefce3d2082a417aab7c8,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000033/audio_16k.wav,de39461bdeb0221712803f7a4ba188201eb412ec69dfc5213f7117da971646ca,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000033/audio_16k.wav,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000033/audio_16k.wav,1,
-UuX1xuaiiE$_$1,-UuX1xuaiiE,1,16,36409a672db653d61653e4d4502ae82ccf959f80d172199022b6fa0ee66a6477,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-UuX1xuaiiE/1.mp4,d5bbda38fcec15817d2b87bab5dcc559d6d425f7d28a82e6c32d13f14b48650c,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000034/audio_16k.wav,7e4545783e4d8fc707cde4ceb5f016635c77008769fc9f55ae5b3023c7611270,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000034/audio_16k.wav,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000034/audio_16k.wav,1,
-UuX1xuaiiE$_$3,-UuX1xuaiiE,3,18,da42f76b0ced73cc78ae3f0b290e2ee611d19e3556bb76d62c3c6230d4cc4b2d,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-UuX1xuaiiE/3.mp4,eddb408f25bdc13e6de2fb74caeed709cb7a8f00640e7897135330437f66a2aa,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000035/audio_16k.wav,fbdd23aadc495788052c53303b5a26c87cb1e2e6f7f5701af6a3775229feaa18,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000035/audio_16k.wav,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000035/audio_16k.wav,1,
-UuX1xuaiiE$_$6,-UuX1xuaiiE,6,19,e2c054ac967686a1759bc7948266e76b60f24856b1b576db92ae86e8e7280c59,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-UuX1xuaiiE/6.mp4,f0131ac00e44410fbd32c547a0d421c2791172434fc0203bb969abe14a530532,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000036/audio_16k.wav,5d2f199bd05cee85c4e0134d20b445a8e32915b932ee14f49a661047b15ff63d,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000036/audio_16k.wav,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000036/audio_16k.wav,1,
-a55Q6RWvTA$_$3,-a55Q6RWvTA,3,20,5fb87ab22ab30d653f463a042dfff4de8e1c86ce158ec88a819411df55941943,/home/jqy/shumo/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-a55Q6RWvTA/3.mp4,15d029fc15f50b268b98f1e8abc65e45582e638c13a018d7aa74a18373275946,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000037/audio_16k.wav,86bfee12e0cf7f78b5a337b33ee6726ed20b9eac2198ef8749309669258bfb61,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000037/audio_16k.wav,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000037/audio_16k.wav,1,
