sample_id,semantic_pairing_status,semantic_reason,conflict_cause,legacy_ta_evidence_level,legacy_ctc_diagnostic_wer,official_whisper_token_f1,official_ctc_token_f1,ctc_whisper_token_f1,true_pair_rank,mapping_suspected,chain_ok
-NFrJFQijFE$_$2,CONFLICT,CTC_and_WhisperX_agree_but_both_conflict_with_official,two_ASRs_agree_but_both_conflict_with_official,TA_CONFLICT,1.0,0.0,0.0,0.6666666666666666,77,0,1
-RfYyzHpjk4$_$11,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.35294117647058826,1.0,0.7222222222222222,0.7222222222222222,1,0,1
-RfYyzHpjk4$_$2,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.4,0.96,0.7083333333333334,0.7083333333333334,1,0,1
-RfYyzHpjk4$_$8,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.17647058823529413,0.8749999999999999,0.8484848484848485,0.8387096774193549,1,0,1
-THoVjtIkeU$_$12,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.10256410256410256,0.9610389610389611,0.9249999999999999,0.9620253164556963,1,0,1
-THoVjtIkeU$_$2,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.2,1.0,0.9,0.9,1,0,1
-THoVjtIkeU$_$6,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.13333333333333333,0.9491525423728815,0.9491525423728815,1.0,1,0,1
-UUCSKoHeMA$_$0,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.3333333333333333,0.972972972972973,0.8205128205128205,0.8,1,0,1
-UacrmKiTn4$_$10,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.1111111111111111,0.9473684210526316,0.9473684210526316,1.0,1,0,1
-UacrmKiTn4$_$4,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.35714285714285715,1.0,0.7741935483870968,0.7741935483870968,1,0,1
-UuX1xuaiiE$_$0,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.2222222222222222,0.9411764705882353,0.823529411764706,0.875,1,0,1
-UuX1xuaiiE$_$1,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.2962962962962963,1.0,0.912280701754386,0.912280701754386,1,0,1
-UuX1xuaiiE$_$3,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.4444444444444444,1.0,0.7000000000000001,0.7000000000000001,1,0,1
-UuX1xuaiiE$_$6,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.45454545454545453,0.9333333333333332,0.6363636363636364,0.711111111111111,1,0,1
-a55Q6RWvTA$_$3,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.15384615384615385,0.9692307692307692,0.883720930232558,0.9147286821705427,1,0,1
-aNfi7CP8vM$_$7,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.3888888888888889,1.0,0.8095238095238096,0.8095238095238096,1,0,1
-aqamKhZ1Ec$_$0,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_SEMANTIC_ONLY,1.0714285714285714,0.896551724137931,0.55,0.5365853658536585,1,0,1
-dxfTGcXJoc$_$0,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.35555555555555557,0.9647058823529412,0.6813186813186813,0.7173913043478259,1,0,1
-dxfTGcXJoc$_$1,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.08333333333333333,0.9589041095890412,0.8493150684931507,0.8888888888888888,1,0,1
-dxfTGcXJoc$_$2,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.08571428571428572,0.9565217391304348,0.8285714285714286,0.8115942028985507,1,0,1
-dxfTGcXJoc$_$6,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.10714285714285714,0.9473684210526316,0.8571428571428572,0.9090909090909091,1,0,1
-egA8-b7-3M$_$1,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.46153846153846156,0.975609756097561,0.7391304347826088,0.7659574468085107,1,0,1
-egA8-b7-3M$_$13,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.09090909090909091,1.0,0.9090909090909091,0.9090909090909091,1,0,1
-egA8-b7-3M$_$16,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.0,1.0,1.0,1.0,1,0,1
-egA8-b7-3M$_$17,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.0,1.0,1.0,1.0,1,0,1
-egA8-b7-3M$_$18,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.0,1.0,1.0,1.0,1,0,1
-egA8-b7-3M$_$20,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.0,1.0,1.0,1.0,1,0,1
-egA8-b7-3M$_$26,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.2,1.0,0.8000000000000002,0.8000000000000002,1,0,1
-egA8-b7-3M$_$6,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.08333333333333333,1.0,0.9166666666666666,0.9166666666666666,1,0,1
-egA8-b7-3M$_$9,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.0,1.0,1.0,1.0,1,0,1
-hnBHBN8p5A$_$6,CONFLICT,CTC_and_WhisperX_agree_but_both_conflict_with_official,two_ASRs_agree_but_both_conflict_with_official,TA_CONFLICT,0.9230769230769231,0.23076923076923078,0.24000000000000002,0.8799999999999999,2,0,1
-hnBHBN8p5A$_$7,CONFLICT,CTC_and_WhisperX_agree_but_both_conflict_with_official,two_ASRs_agree_but_both_conflict_with_official,TA_CONFLICT,1.2307692307692308,0.0,0.0,0.9696969696969697,70,0,1
-iRBcNs9oI8$_$3,UNRESOLVED,within_video_clip_mapping_suspected,clip_mapping_suspected,TA_CONFLICT,1.75,0.09090909090909091,0.09090909090909091,0.8571428571428571,28,1,1
-iRBcNs9oI8$_$6,UNRESOLVED,within_video_clip_mapping_suspected,clip_mapping_suspected,TA_CONFLICT,1.8,0.0,0.0,1.0,48,1,1
-iRBcNs9oI8$_$7,CONFLICT,CTC_and_WhisperX_agree_but_both_conflict_with_official,two_ASRs_agree_but_both_conflict_with_official,TA_CONFLICT,1.2222222222222223,0.09999999999999999,0.09999999999999999,0.8181818181818182,7,0,1
-iRBcNs9oI8$_$8,CONFLICT,CTC_and_WhisperX_agree_but_both_conflict_with_official,two_ASRs_agree_but_both_conflict_with_official,TA_CONFLICT,1.0476190476190477,0.046511627906976744,0.046511627906976744,1.0,72,0,1
-iRBcNs9oI8$_$9,CONFLICT,CTC_and_WhisperX_agree_but_both_conflict_with_official,two_ASRs_agree_but_both_conflict_with_official,TA_CONFLICT,1.0,0.25,0.25,1.0,1,0,1
-lzEya4AM_4$_$5,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.10526315789473684,0.972972972972973,0.918918918918919,0.9444444444444444,1,0,1
-lzEya4AM_4$_$6,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.023255813953488372,0.988235294117647,0.9767441860465116,0.988235294117647,1,0,1
-mJ2ud6oKI8$_$1,UNRESOLVED,within_video_clip_mapping_suspected,clip_mapping_suspected,TA_CONFLICT,1.0,0.0,0.0,0.0,98,1,1
-mJ2ud6oKI8$_$2,CONFLICT,global_retrieval_prefers_other_audio,ASR_unstable,TA_CONFLICT,1.0,0.0,0.0,0.0,99,0,1
-mJ2ud6oKI8$_$6,UNRESOLVED,independent_semantic_evidence_is_inconclusive,unresolved_algorithmic_or_content_conflict,TA_CONFLICT,1.4,0.15384615384615385,0.16666666666666666,0.5333333333333333,3,0,1
-mJ2ud6oKI8$_$8,UNRESOLVED,independent_semantic_evidence_is_inconclusive,unresolved_algorithmic_or_content_conflict,TA_CONFLICT,1.2727272727272727,0.16666666666666669,0.16,0.5925925925925927,18,0,1
-mJ2ud6oKI8$_$9,CONFLICT,CTC_and_WhisperX_agree_but_both_conflict_with_official,two_ASRs_agree_but_both_conflict_with_official,TA_CONFLICT,1.0909090909090908,0.09302325581395349,0.0851063829787234,0.6956521739130435,57,0,1
-mqbVkbCndg$_$0,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.0,1.0,1.0,1.0,1,0,1
-qDkUB0GgYY$_$6,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.5625,0.888888888888889,0.7027027027027026,0.8292682926829269,1,0,1
-ri04Z7vwnc$_$0,CONFLICT,global_retrieval_prefers_other_audio,ASR_unstable,TA_CONFLICT,1.0,0.0,0.0,0.0,100,0,1
-ri04Z7vwnc$_$2,UNRESOLVED,within_video_clip_mapping_suspected,clip_mapping_suspected,TA_CONFLICT,1.0,0.0,0.0,0.5714285714285715,95,1,1
-ri04Z7vwnc$_$5,CONFLICT,CTC_and_WhisperX_agree_but_both_conflict_with_official;global_retrieval_prefers_other_audio,two_ASRs_agree_but_both_conflict_with_official,TA_CONFLICT,1.875,0.1,0.08695652173913045,0.888888888888889,52,0,1
-s9qJ7ATP7w$_$0,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.20833333333333334,1.0,0.8085106382978724,0.8085106382978724,1,0,1
-s9qJ7ATP7w$_$1,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.45454545454545453,0.8695652173913043,0.7692307692307692,0.8148148148148148,1,0,1
-s9qJ7ATP7w$_$4,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.4444444444444444,0.8181818181818181,0.8181818181818181,1.0,1,0,1
-s9qJ7ATP7w$_$5,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.15789473684210525,1.0,0.9268292682926829,0.9268292682926829,1,0,1
-s9qJ7ATP7w$_$6,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.4,0.8333333333333333,0.8333333333333333,1.0,1,0,1
-s9qJ7ATP7w$_$7,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.5714285714285714,1.0,0.6181818181818182,0.6181818181818182,1,0,1
-s9qJ7ATP7w$_$8,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.4166666666666667,0.8571428571428571,0.7857142857142857,0.9375,1,0,1
-t217m2on-s$_$2,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.3333333333333333,1.0,0.7692307692307692,0.7692307692307692,1,0,1
-t217m2on-s$_$7,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.15555555555555556,1.0,0.8791208791208792,0.8791208791208792,1,0,1
-tANM6ETl_M$_$3,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.13636363636363635,0.9767441860465117,0.9047619047619048,0.9268292682926829,1,0,1
-tPCytz4rww$_$10,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.3333333333333333,0.7692307692307692,0.8148148148148148,0.7586206896551724,1,0,1
-tPCytz4rww$_$11,MATCH_WEAK,WhisperX_partially_supports_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.29411764705882354,0.7058823529411765,0.8108108108108107,0.7027027027027027,1,0,1
-tPCytz4rww$_$12,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.2692307692307692,0.7547169811320754,0.8421052631578947,0.7586206896551724,1,0,1
-tPCytz4rww$_$16,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.375,0.7999999999999999,0.7058823529411765,0.7567567567567567,1,0,1
-tPCytz4rww$_$18,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.1875,0.8648648648648648,0.9142857142857143,0.9500000000000001,1,0,1
-uywlfIYOS8$_$4,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.6111111111111112,0.85,0.711111111111111,0.7346938775510203,1,0,1
-vxjVxOeScU$_$4,UNRESOLVED,independent_semantic_evidence_is_inconclusive,ASR_unstable,TA_CONFLICT,0.2857142857142857,0.42857142857142855,0.7619047619047619,0.2857142857142857,1,0,1
-wMB_hJL-3o$_$7,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.0,1.0,1.0,1.0,1,0,1
-wny0OAz3g8$_$0,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.2222222222222222,0.8421052631578948,0.761904761904762,0.9,1,0,1
-wny0OAz3g8$_$1,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.18181818181818182,0.8333333333333334,0.8,0.9600000000000001,1,0,1
-wny0OAz3g8$_$2,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.2608695652173913,0.9361702127659574,0.7843137254901961,0.84,1,0,1
-wny0OAz3g8$_$3,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.15,0.975609756097561,0.9302325581395349,0.909090909090909,1,0,1
-wny0OAz3g8$_$5,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.35,0.9268292682926829,0.7391304347826089,0.7999999999999999,1,0,1
-wny0OAz3g8$_$7,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.2413793103448276,0.9655172413793104,0.8387096774193549,0.8709677419354839,1,0,1
-wny0OAz3g8$_$9,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,unresolved_algorithmic_or_content_conflict,TA_STRONG,0.15,1.0,0.9302325581395349,0.9302325581395349,1,0,1
-yRb-Jum7EQ$_$1,MATCH_WEAK,WhisperX_partially_supports_official_text,ASR_unstable,TA_SEMANTIC_ONLY,1.2040816326530612,0.6792452830188679,0.12389380530973451,0.11570247933884298,1,0,1
-yRb-Jum7EQ$_$5,MATCH_WEAK,WhisperX_partially_supports_official_text,ASR_unstable,TA_CONFLICT,1.2,0.45901639344262296,0.0,0.0,1,0,1
-yRb-Jum7EQ$_$6,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,ASR_unstable,TA_SEMANTIC_ONLY,1.263157894736842,0.918918918918919,0.04651162790697675,0.04761904761904762,1,0,1
