sample_id,video_id,clip_id,official_transcript,ctc_diagnostic_transcript,whisperx_transcript,ctc_diagnostic_wer_legacy,official_ctc_wer,official_ctc_cer,official_ctc_token_precision,official_ctc_token_recall,official_ctc_token_f1,official_ctc_character_similarity,official_ctc_score,official_whisperx_wer,official_whisperx_cer,official_whisperx_token_precision,official_whisperx_token_recall,official_whisperx_token_f1,official_whisperx_character_similarity,official_whisperx_score,ctc_whisperx_wer,ctc_whisperx_cer,ctc_whisperx_token_precision,ctc_whisperx_token_recall,ctc_whisperx_token_f1,ctc_whisperx_character_similarity,ctc_whisperx_score
-9y-fZ3swSY$_$8,-9y-fZ3swSY,8,That’s a more decent and more polite way to call a lady,THAT'S A MORE DECENT AND MORE POLITE WAY TO CALL A LADY A,THAT'S A MORE DECENT AND MORE POLITE WAY TO CALL A LADY,0.08333333333333333,0.23076923076923078,0.046511627906976744,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.9555555555555556,0.9008547008547009,0.15384615384615385,0.023255813953488372,0.9166666666666666,0.8461538461538461,0.8799999999999999,0.9772727272727273,0.9286363636363636,0.07692307692307693,0.022222222222222223,1.0,0.9230769230769231,0.9600000000000001,0.9777777777777777,0.9688888888888889
-AUZQgSxyPQ$_$2,-AUZQgSxyPQ,2,"The perfect soul mate to the Clarisonic Spot Therapy Brush, this gentle, Ph balanced and hydrating exfoliant containing jojoba and acai fruit oils and bamboo and prickly bear extracts deliver intense healing, while smooth granules buff away dead, dry skin cells.",THE PERFECT SOUL MADE TO A CLARSIC SPOT THEREY BRUSH THIS GENTLE PAGE BALANCED AND HYDRATING EXPPOLLIENT CONTAINS AHOBU IN AKAI CRU OIL WITH BAMBOO AND PRICKLY BARE EXTRACTS THESE DELIVERED INTENSE HEALING WHILE SMOOTH GRANIALS BUFF AWAY DEAD DRY SKIN SAILS,THE PERFECT SOUL MATE TO THE CLARISONIC SPOT THERAPY BRUSH THIS GENTLE PH BALANCED AND HYDRATING EXFOLIANT CONTAINS JOJOBA AND ACAI FRUIT OILS WITH BAMBOO AND PRICKLY BEAR EXTRACTS THESE DELIVER INTENSE HEALING WHILE SMOOTH GRANULES BUFF AWAY DEAD DRY SKIN CELLS,0.43902439024390244,0.43902439024390244,0.22119815668202766,0.5714285714285714,0.5853658536585366,0.5783132530120483,0.7788018433179723,0.6785575481650103,0.07317073170731707,0.055299539170506916,0.9285714285714286,0.9512195121951219,0.9397590361445782,0.9457013574660633,0.9427301968053208,0.35714285714285715,0.1712962962962963,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.832579185520362,0.7377181641887525
-HeZS2-Prhc$_$2,-HeZS2-Prhc,2,The August jobs report is out and it was seen overall as solid but not great.,TO DAY AH THE AUGUST JOB'S REPORT IS OUT AND IT WAS SEEN OVER ALL A SOLID BUT NOT CRA THE REPORT,TODAY THE AUGUST JOBS REPORT IS OUT AND IT WAS SEEN OVERALL AS SOLID BUT NOT GREAT THE REPORT,0.625,0.625,0.29508196721311475,0.5454545454545454,0.75,0.631578947368421,0.76,0.6957894736842105,0.1875,0.22950819672131148,0.8421052631578947,1.0,0.9142857142857143,0.8133333333333334,0.8638095238095238,0.36363636363636365,0.09333333333333334,0.7368421052631579,0.6363636363636364,0.6829268292682926,0.9066666666666666,0.7947967479674796
-HwX2H8Z4hY$_$2,-HwX2H8Z4hY,2,"” [President Ronald Reagan:] ""Look at the record",MEDIOCRITY LOOK AT THE RECORD,MEDIOCRITY,0.42857142857142855,0.42857142857142855,0.4722222222222222,0.8,0.5714285714285714,0.6666666666666666,0.5277777777777778,0.5972222222222222,1.0,0.8611111111111112,0.0,0.0,0.0,0.13888888888888884,0.06944444444444442,0.8,0.6,1.0,0.2,0.33333333333333337,0.4,0.3666666666666667
-HwX2H8Z4hY$_$5,-HwX2H8Z4hY,5,""" President Ronald Reagan blamed the professional bureaucracy of education",PRESIDENT RONALD RIGAN BLAMES THE PROFESSIONAL BUREAUCRACY OF EDUCATION,PRESIDENT RONALD REAGAN BLAMED THE PROFESSIONAL BUREAUCRACY OF EDUCATION,0.2222222222222222,0.2222222222222222,0.046875,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.953125,0.8654513888888888,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.2222222222222222,0.047619047619047616,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.953125,0.8654513888888888
-HwX2H8Z4hY$_$6,-HwX2H8Z4hY,6,"And in part, Al Shanker did too",AND IN PART ALSHENKA DID TOO,AND IN PART AL SCHENKER DID TOO,0.2857142857142857,0.2857142857142857,0.125,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.875,0.8221153846153846,0.14285714285714285,0.08333333333333333,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.92,0.8885714285714286,0.3333333333333333,0.13043478260869565,0.7142857142857143,0.8333333333333334,0.7692307692307692,0.88,0.8246153846153845
-HwX2H8Z4hY$_$9,-HwX2H8Z4hY,9,It is a word which the administrator uses when he turns around anything which he doesn't like that the teacher is doing,IT IS THE WORD WITH WHICH THE ADIST YOUTH IS WHICH THE ADISTRATOR OR TURNS THROUGHOUT ANYTHING WHICH HE DOESN'T ACT TO PICTURE AS THOUGH HE SAYS YOU,IT IS A WORD WHICH THE ADMINISTRATOR USES WHEN HE TURNS AROUND ANYTHING WHICH HE DOESN'T LIKE THE TEACHER IS DOING,0.8181818181818182,0.8181818181818182,0.6530612244897959,0.4642857142857143,0.5909090909090909,0.52,0.47107438016528924,0.49553719008264463,0.045454545454545456,0.04081632653061224,1.0,0.9545454545454546,0.9767441860465117,0.9591836734693877,0.9679639297579496,0.6428571428571429,0.5289256198347108,0.6190476190476191,0.4642857142857143,0.5306122448979592,0.47107438016528924,0.5008433125316243
-I_e4mIh0yE$_$1,-I_e4mIh0yE,1,In the United States we don't punish failure to the degree to which failure is punished in Europe.,SHIP IN THE UNITED STATES WE DON'T PUNISH FAILURE TO THE DEGREE TO WHICH FAILURE IS PUNISHED IN EUROPE A,IN THE UNITED STATES WE DON'T PUNISH FAILURE TO THE DEGREE TO WHICH FAILURE IS PUNISHED IN EUROPE,0.1111111111111111,0.1111111111111111,0.0625,0.9,1.0,0.9473684210526316,0.9411764705882353,0.9442724458204335,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.1,0.058823529411764705,1.0,0.9,0.9473684210526316,0.9411764705882353,0.9442724458204335
-I_e4mIh0yE$_$3,-I_e4mIh0yE,3,"It's perceived that you have actually learned something, over the course of your carreer, and that you won't make the mistake twice.",IT'S PERCEIVED THAT YEV EVAHUATES IS PERCEIVED THAT YOU'VE ACTUALLY LEARNED SOMETHING OVER THE COR COURSE O YOUR CREW AND THAT YOU WON'T MAKE THE MISTAKE TWICE,IT'S PERCEIVED THAT YOU'VE ACTUALLY LEARNED SOMETHING OVER THE COURSE OF YOUR CAREER AND THAT YOU WON'T MAKE THE MISTAKE TWICE,0.4090909090909091,0.4090909090909091,0.32407407407407407,0.6666666666666666,0.8181818181818182,0.7346938775510203,0.736842105263158,0.7357679914070892,0.13636363636363635,0.027777777777777776,0.9047619047619048,0.8636363636363636,0.8837209302325582,0.9722222222222222,0.9279715762273901,0.2962962962962963,0.2556390977443609,0.9047619047619048,0.7037037037037037,0.7916666666666667,0.7443609022556391,0.768013784461153
-MeTTeMJBNc$_$0,-MeTTeMJBNc,0,"Okay, what happens at this point after we've taken this brief walk down memory lane, is the presentation of the gift.",O KATE WHAT HAPPENS AT THIS POINT AFTER WE'VE TAKEN THIS BRIEF WALK DOWN MEMORY LANE IS THE PRESENTATION OF THE GIFT,OKAY WHAT HAPPENS AT THIS POINT AFTER WE'VE TAKEN THIS BRIEF WALK DOWN MEMORY LANE IS THE PRESENTATION OF THE GIFT,0.09523809523809523,0.09523809523809523,0.02127659574468085,0.9090909090909091,0.9523809523809523,0.9302325581395349,0.9789473684210527,0.9545899632802938,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.09090909090909091,0.021052631578947368,0.9523809523809523,0.9090909090909091,0.9302325581395349,0.9789473684210527,0.9545899632802938
-MeTTeMJBNc$_$13,-MeTTeMJBNc,13,"It just needs to be a simple statement, and then you present the gift.",IT IS JUST NEEDS TO BE A SIMPLE STATEMENT AND THEN YOU PRESENT THE GIFT,WHATEVER IT IS IT JUST NEEDS TO BE A SIMPLE STATEMENT AND THEN YOU PRESENT THE GIFT,0.07142857142857142,0.07142857142857142,0.03636363636363636,0.9333333333333333,1.0,0.9655172413793104,0.9649122807017544,0.9652147610405324,0.21428571428571427,0.21818181818181817,0.8235294117647058,1.0,0.9032258064516129,0.8208955223880597,0.8620606644198363,0.13333333333333333,0.17543859649122806,0.8823529411764706,1.0,0.9375,0.8507462686567164,0.8941231343283582
-MeTTeMJBNc$_$7,-MeTTeMJBNc,7,"Maybe you could find a picture of the couple from their wedding or sometime in their life, or maybe even a current picture and have it put in a beautiful frame.",MAYBE YOU COULD FIND A PICTURE UP THE COUPLE FROM THEIR WEDDING OR SOMETIME IN THEIR LIFE OR MAYBE EVEN A CURRENT PICTURE AND HAVE IT PUT IN A BEAUTIFUL FRAME,MAYBE YOU COULD FIND A PICTURE OF THE COUPLE FROM THEIR WEDDING OR SOMETIME IN THEIR LIFE OR MAYBE EVEN A CURRENT PICTURE AND HAVE IT PUT IN A BEAUTIFUL FRAME,0.03225806451612903,0.03225806451612903,0.015625,0.967741935483871,0.967741935483871,0.967741935483871,0.984375,0.9760584677419355,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.03225806451612903,0.015625,0.967741935483871,0.967741935483871,0.967741935483871,0.984375,0.9760584677419355
-NFrJFQijFE$_$1,-NFrJFQijFE,1,Structural mounts inside have to be properly stress analyzed so we make sure all that happens,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
-NFrJFQijFE$_$2,-NFrJFQijFE,2,So we coordinate with all the proper technical fields to get ready for the instrument to arrive here,HAWK'S SENSE OF HURONY IS EXCELLENT AND THEIR EYES,HAWKS SENSE OF HEARING IS EXCELLENT AND THEIR EYESIGHT,1.0,1.0,0.7710843373493976,0.0,0.0,0.0,0.22891566265060237,0.11445783132530118,1.0,0.7590361445783133,0.0,0.0,0.0,0.24096385542168675,0.12048192771084337,0.3333333333333333,0.21428571428571427,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8043478260869565,0.7355072463768115
-RfYyzHpjk4$_$11,-RfYyzHpjk4,11,"So get your friends lined up, get your business colleagues lined up and have a good time.",SO I'LL GET YOUR FRIEND WINDD UP GET YOUR BUSINESS CALLINGS BLINDD UP AND HAVE A GOOD TIME CATHY,SO GET YOUR FRIENDS LINED UP GET YOUR BUSINESS COLLEAGUES LINED UP AND HAVE A GOOD TIME,0.35294117647058826,0.35294117647058826,0.2676056338028169,0.6842105263157895,0.7647058823529411,0.7222222222222222,0.7564102564102564,0.7393162393162394,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.3157894736842105,0.24358974358974358,0.7647058823529411,0.6842105263157895,0.7222222222222222,0.7564102564102564,0.7393162393162394
-RfYyzHpjk4$_$2,-RfYyzHpjk4,2,"You can make a conference call but it takes quite a bit of planning, well not a lot of planning it's pretty easy to do.",IT CAN MAKE A CARPENTERS CALLBER TEXT TRY A BIT OF PLANNING NOT A LOT OF PLANING IT'S PRETTY EASY TO DO WHAT,IT CAN MAKE A CONFERENCE CALL BUT IT TAKES QUITE A BIT OF PLANNING WELL NOT A LOT OF PLANNING IT'S PRETTY EASY TO DO,0.4,0.4,0.34408602150537637,0.7391304347826086,0.68,0.7083333333333334,0.6559139784946236,0.6821236559139785,0.04,0.03225806451612903,0.96,0.96,0.96,0.967741935483871,0.9638709677419355,0.391304347826087,0.3372093023255814,0.68,0.7391304347826086,0.7083333333333334,0.6847826086956521,0.6965579710144927
-RfYyzHpjk4$_$8,-RfYyzHpjk4,8,"It's pretty, pretty easy to do but you got to set up those numbers ahead of time.",IT'S PRETTY PRETTY EASY TO DO BUT YOU'VE GOTTA SET UP THOSE NUMBERS AHEAD OF TIME,PRETTY EASY TO DO BUT YOU'VE GOT TO SET UP THOSE NUMBERS AHEAD OF TIME,0.17647058823529413,0.17647058823529413,0.06349206349206349,0.875,0.8235294117647058,0.8484848484848485,0.9393939393939394,0.893939393939394,0.17647058823529413,0.20634920634920634,0.9333333333333333,0.8235294117647058,0.8749999999999999,0.7936507936507937,0.8343253968253967,0.25,0.16666666666666666,0.8666666666666667,0.8125,0.8387096774193549,0.8333333333333334,0.8360215053763441
-THoVjtIkeU$_$12,-THoVjtIkeU,12,"What ever we turn our attention to is what grows and so if we believe that anything is possible, if we believe that social justice can be achieved and if we believe in youth, they will believe in themselves.",AH WHATEVER WE TURN OUR ATTENTION TO IS WHAT GROWS AND SO IF WE BELIEVE THAT ANYTHING IS POSSIBLE IF WE BELIEVE THAT AM SOCIAL JUSTICE CAN BE ACHIEVED AND IF WE BELIEVE IN YOUTH AH THEY WILL BELIEVE IN THEMSELVES,WHATEVER WE TURN OUR ATTENTION TO IS WHAT GROWS AND SO IF WE BELIEVE THAT ANYTHING IS POSSIBLE IF WE BELIEVE THAT SOCIAL JUSTICE CAN BE ACHIEVED AND IF WE BELIEVE IN YOUTH THEY WILL BELIEVE IN THEMSELVES,0.10256410256410256,0.10256410256410256,0.03614457831325301,0.9024390243902439,0.9487179487179487,0.9249999999999999,0.9651162790697675,0.9450581395348837,0.05128205128205128,0.0,0.9736842105263158,0.9487179487179487,0.9610389610389611,1.0,0.9805194805194806,0.07317073170731707,0.03488372093023256,1.0,0.926829268292683,0.9620253164556963,0.9651162790697675,0.9635707977627319
-THoVjtIkeU$_$2,-THoVjtIkeU,2,I think social justice is extremely important for young people.,THINK A SOCIAL JUSTICE IS EXTREMELY IMPORTANT FOR YOUNG PEOPLE,I THINK SOCIAL JUSTICE IS EXTREMELY IMPORTANT FOR YOUNG PEOPLE,0.2,0.2,0.03773584905660377,0.9,0.9,0.9,0.9622641509433962,0.9311320754716981,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.2,0.03773584905660377,0.9,0.9,0.9,0.9622641509433962,0.9311320754716981
-THoVjtIkeU$_$6,-THoVjtIkeU,6,"You know that I think listening to young people, taking in what they have to say because what we have seen all around the world is the power of youth.",YOU KNOW I THINK THAT LISTENING TO YOUNG PEOPLE TAKING IN WHAT THEY HAVE TO SAY BECAUSE WHAT WE'VE SEEN ALL AROUND THE WORLD IS THE POWER OF YOUTH,YOU KNOW I THINK THAT LISTENING TO YOUNG PEOPLE TAKING IN WHAT THEY HAVE TO SAY BECAUSE WHAT WE'VE SEEN ALL AROUND THE WORLD IS THE POWER OF YOUTH,0.13333333333333333,0.13333333333333333,0.07563025210084033,0.9655172413793104,0.9333333333333333,0.9491525423728815,0.9243697478991597,0.9367611451360206,0.13333333333333333,0.07563025210084033,0.9655172413793104,0.9333333333333333,0.9491525423728815,0.9243697478991597,0.9367611451360206,0.0,0.0,1.0,1.0,1.0,1.0,1.0
-UUCSKoHeMA$_$0,-UUCSKoHeMA,0,"I mentioned a word in the last clip called 'monotone', and I want to talk about that briefly.",O CA IM MENTIONED WORD IN THE LAST CLIP CALLED MONOTONE AND I WANT TO TALK ABOUT THAT BRIEFLY WHAT YOU,OK I MENTIONED A WORD IN THE LAST CLIP CALLED MONOTONE AND I WANT TO TALK ABOUT THAT BRIEFLY,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.7619047619047619,0.8888888888888888,0.8205128205128205,0.8536585365853658,0.8370856785490932,0.05555555555555555,0.027777777777777776,0.9473684210526315,1.0,0.972972972972973,0.972972972972973,0.972972972972973,0.2857142857142857,0.13414634146341464,0.8421052631578947,0.7619047619047619,0.8,0.8658536585365854,0.8329268292682928
-UacrmKiTn4$_$10,-UacrmKiTn4,10,"Because, if they are not in any way held accountable for reading the material they won't do it.",READING IT BECAUSE IF THEY ARE NOT IN ANY WAY HELD ACCOUNTABLE FOR READING THE MATERIAL THEY WON'T DO IT,READING IT BECAUSE IF THEY ARE NOT IN ANY WAY HELD ACCOUNTABLE FOR READING THE MATERIAL THEY WON'T DO IT,0.1111111111111111,0.1111111111111111,0.11842105263157894,0.9,1.0,0.9473684210526316,0.8941176470588236,0.9207430340557277,0.1111111111111111,0.11842105263157894,0.9,1.0,0.9473684210526316,0.8941176470588236,0.9207430340557277,0.0,0.0,1.0,1.0,1.0,1.0,1.0
-UacrmKiTn4$_$4,-UacrmKiTn4,4,Just given to their own devices they are not going to read the textbook.,JUST GIVEN TO THEIR OWN DEVICE AS THEY ARE NOT GOING TO READ THE TEXT BOOK AND,JUST GIVEN TO THEIR OWN DEVICES THEY ARE NOT GOING TO READ THE TEXTBOOK,0.35714285714285715,0.35714285714285715,0.06896551724137931,0.7058823529411765,0.8571428571428571,0.7741935483870968,0.935483870967742,0.8548387096774194,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.29411764705882354,0.06451612903225806,0.8571428571428571,0.7058823529411765,0.7741935483870968,0.935483870967742,0.8548387096774194
-UuX1xuaiiE$_$0,-UuX1xuaiiE,0,^it's amazing to see their enthusiasm and their passion,AMAZING TO SEE THEIR ENTHUSIASM IN THEIR PASSION,AMAZING TO SEE THEIR ENTHUSIASM AND THEIR PASSION,0.2222222222222222,0.2222222222222222,0.13043478260869565,0.875,0.7777777777777778,0.823529411764706,0.8695652173913043,0.8465473145780051,0.1111111111111111,0.08695652173913043,1.0,0.8888888888888888,0.9411764705882353,0.9130434782608696,0.9271099744245525,0.125,0.04878048780487805,0.875,0.875,0.875,0.9523809523809523,0.9136904761904762
-UuX1xuaiiE$_$1,-UuX1xuaiiE,1,^And all of them are really being able to explore ^these different areas in depth ^in a way that really wasn't available ^before the center was here,AND ALL OF THEM ARE REALLY BEING ABLE TO EXPLORE THESE DIFFERENT AREAS IN IN DEPTH IN A WAY THAT REALLY WASN'T AVAILABLE BEFORE THE CENTRE WAS HERE THE WORK,AND ALL OF THEM ARE REALLY BEING ABLE TO EXPLORE THESE DIFFERENT AREAS IN DEPTH IN A WAY THAT REALLY WASN'T AVAILABLE BEFORE THE CENTER WAS HERE,0.2962962962962963,0.14814814814814814,0.09322033898305085,0.8666666666666667,0.9629629629629629,0.912280701754386,0.9133858267716536,0.9128332642630198,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.13333333333333333,0.08661417322834646,0.9629629629629629,0.8666666666666667,0.912280701754386,0.9133858267716536,0.9128332642630198
